collected_for_day,app,new_accounts_count
2021-09-19,berry-club,21
2021-09-19,ref-finance,582
2021-09-19,skyward-finance,733
2021-09-19,metamon,18
2021-09-19,pixel-party,6
2021-09-19,berry-cards,1
2021-09-19,Meta-Pool,166
2021-09-19,3d-corgis,1
2021-09-19,near-bet,6
2021-09-19,nft-hiphop,2
2021-09-19,galaxy-online,3
2021-09-19,near-crowd,35
2021-09-20,berry-club,12
2021-09-20,pixel-party,5
2021-09-20,Meta-Pool,124
2021-09-20,near-crowd,39
2021-09-20,near-bet,7
2021-09-20,ref-finance,517
2021-09-20,berry-cards,5
2021-09-20,metamon,13
2021-09-20,skyward-finance,917
2021-09-20,galaxy-online,8
2021-09-20,3d-corgis,5
2021-09-21,berry-cards,1
2021-09-21,galaxy-online,5
2021-09-21,pixel-party,1
2021-09-21,skyward-finance,559
2021-09-21,near-crowd,36
2021-09-21,nft-hiphop,2
2021-09-21,berry-club,10
2021-09-21,Meta-Pool,101
2021-09-21,near-bet,4
2021-09-21,ref-finance,432
2021-09-21,3d-corgis,1
2021-09-21,metamon,20
2021-09-22,nft-hiphop,3
2021-09-22,metamon,9
2021-09-22,berry-club,11
2021-09-22,near-crowd,40
2021-09-22,3d-corgis,3
2021-09-22,Meta-Pool,108
2021-09-22,near-bet,5
2021-09-22,skyward-finance,381
2021-09-22,pixel-party,4
2021-09-22,galaxy-online,8
2021-09-22,ref-finance,362
2021-09-23,ref-finance,403
2021-09-23,3d-corgis,5
2021-09-23,Meta-Pool,86
2021-09-23,pixel-party,7
2021-09-23,near-bet,7
2021-09-23,skyward-finance,411
2021-09-23,galaxy-online,8
2021-09-23,metamon,17
2021-09-23,berry-club,21
2021-09-23,nft-hiphop,4
2021-09-23,berry-cards,2
2021-09-23,near-crowd,28
2021-09-24,berry-club,12
2021-09-24,skyward-finance,296
2021-09-24,galaxy-online,14
2021-09-24,metamon,11
2021-09-24,berry-cards,4
2021-09-24,nft-hiphop,1
2021-09-24,near-crowd,33
2021-09-24,3d-corgis,1
2021-09-24,Meta-Pool,55
2021-09-24,ref-finance,1528
2021-09-24,pixel-party,7
2021-09-24,near-bet,4
2021-09-25,pixel-party,5
2021-09-25,berry-club,31
2021-09-25,near-crowd,30
2021-09-25,near-bet,4
2021-09-25,ref-finance,2872
2021-09-25,galaxy-online,15
2021-09-25,Meta-Pool,84
2021-09-25,berry-cards,6
2021-09-25,3d-corgis,7
2021-09-25,nft-hiphop,2
2021-09-25,skyward-finance,198
2021-09-25,metamon,26
2021-09-26,near-bet,10
2021-09-26,skyward-finance,174
2021-09-26,3d-corgis,2
2021-09-26,metamon,20
2021-09-26,berry-club,40
2021-09-26,galaxy-online,15
2021-09-26,nft-hiphop,1
2021-09-26,berry-cards,3
2021-09-26,pixel-party,9
2021-09-26,near-crowd,39
2021-09-26,Meta-Pool,53
2021-09-26,ref-finance,3362
2021-09-27,berry-cards,2
2021-09-27,Meta-Pool,50
2021-09-27,skyward-finance,120
2021-09-27,berry-club,17
2021-09-27,near-bet,8
2021-09-27,near-crowd,33
2021-09-27,3d-corgis,5
2021-09-27,pixel-party,5
2021-09-27,galaxy-online,9
2021-09-27,ref-finance,784
2021-09-27,metamon,15
2021-09-28,berry-cards,2
2021-09-28,3d-corgis,4
2021-09-28,galaxy-online,10
2021-09-28,near-bet,4
2021-09-28,Meta-Pool,48
2021-09-28,berry-club,16
2021-09-28,ref-finance,416
2021-09-28,skyward-finance,136
2021-09-28,near-crowd,27
2021-09-28,metamon,13
2021-09-28,pixel-party,8
2021-09-28,nft-hiphop,3
2021-09-29,Meta-Pool,37
2021-09-29,berry-cards,4
2021-09-29,nft-hiphop,1
2021-09-29,near-crowd,25
2021-09-29,pixel-party,8
2021-09-29,3d-corgis,2
2021-09-29,berry-club,14
2021-09-29,galaxy-online,10
2021-09-29,ref-finance,311
2021-09-29,skyward-finance,76
2021-09-29,near-bet,4
2021-09-29,metamon,11
2021-09-30,skyward-finance,130
2021-09-30,3d-corgis,1
2021-09-30,near-crowd,35
2021-09-30,berry-cards,1
2021-09-30,ref-finance,305
2021-09-30,metamon,14
2021-09-30,galaxy-online,7
2021-09-30,berry-club,16
2021-09-30,Meta-Pool,46
2021-09-30,near-bet,2
2021-09-30,nft-hiphop,2
2021-09-30,pixel-party,3
2021-10-01,Meta-Pool,59
2021-10-01,pixel-party,14
2021-10-01,near-bet,8
2021-10-01,near-crowd,30
2021-10-01,3d-corgis,3
2021-10-01,galaxy-online,5
2021-10-01,berry-cards,1
2021-10-01,ref-finance,262
2021-10-01,metamon,19
2021-10-01,skyward-finance,101
2021-10-01,berry-club,17
2021-10-02,near-crowd,24
2021-10-02,metamon,21
2021-10-02,Meta-Pool,221
2021-10-02,ref-finance,351
2021-10-02,berry-club,50
2021-10-02,pixel-party,8
2021-10-02,galaxy-online,8
2021-10-02,skyward-finance,61
2021-10-02,near-bet,7
2021-10-02,berry-cards,6
2021-10-02,3d-corgis,1
2021-10-03,pixel-party,9
2021-10-03,metamon,18
2021-10-03,nft-hiphop,3
2021-10-03,galaxy-online,15
2021-10-03,Meta-Pool,397
2021-10-03,ref-finance,586
2021-10-03,near-crowd,26
2021-10-03,berry-club,59
2021-10-03,berry-cards,5
2021-10-03,skyward-finance,73
2021-10-03,near-bet,8
2021-10-03,3d-corgis,1
2021-10-04,metamon,32
2021-10-04,near-crowd,32
2021-10-04,nft-hiphop,5
2021-10-04,near-bet,7
2021-10-04,3d-corgis,3
2021-10-04,berry-club,43
2021-10-04,skyward-finance,64
2021-10-04,galaxy-online,15
2021-10-04,Meta-Pool,744
2021-10-04,pixel-party,20
2021-10-04,berry-cards,4
2021-10-04,ref-finance,957
2021-10-05,nft-hiphop,5
2021-10-05,pixel-party,73
2021-10-05,skyward-finance,217
2021-10-05,Meta-Pool,543
2021-10-05,ref-finance,1138
2021-10-05,3d-corgis,4
2021-10-05,berry-club,59
2021-10-05,metamon,49
2021-10-05,berry-cards,2
2021-10-05,near-bet,9
2021-10-05,galaxy-online,22
2021-10-05,near-crowd,35
2021-10-06,pixel-party,30
2021-10-06,near-bet,1
2021-10-06,galaxy-online,14
2021-10-06,Meta-Pool,293
2021-10-06,near-crowd,20
2021-10-06,berry-club,28
2021-10-06,ref-finance,796
2021-10-06,nft-hiphop,3
2021-10-06,skyward-finance,46
2021-10-06,metamon,34
2021-10-06,berry-cards,6
2021-10-07,galaxy-online,16
2021-10-07,berry-club,44
2021-10-07,3d-corgis,3
2021-10-07,metamon,20
2021-10-07,skyward-finance,50
2021-10-07,pixel-party,18
2021-10-07,berry-cards,3
2021-10-07,near-crowd,30
2021-10-07,ref-finance,659
2021-10-07,near-bet,9
2021-10-07,nft-hiphop,1
2021-10-07,Meta-Pool,265
2021-10-08,skyward-finance,74
2021-10-08,near-crowd,17
2021-10-08,near-bet,8
2021-10-08,ref-finance,975
2021-10-08,berry-cards,7
2021-10-08,3d-corgis,1
2021-10-08,nft-hiphop,2
2021-10-08,berry-club,33
2021-10-08,metamon,26
2021-10-08,Meta-Pool,191
2021-10-08,pixel-party,13
2021-10-08,galaxy-online,16
2021-10-09,ref-finance,860
2021-10-09,berry-club,38
2021-10-09,3d-corgis,4
2021-10-09,nft-hiphop,1
2021-10-09,near-bet,3
2021-10-09,Meta-Pool,160
2021-10-09,metamon,59
2021-10-09,skyward-finance,136
2021-10-09,near-crowd,14
2021-10-09,galaxy-online,8
2021-10-09,pixel-party,16
2021-10-09,berry-cards,9
2021-10-10,Meta-Pool,187
2021-10-10,near-bet,10
2021-10-10,skyward-finance,36
2021-10-10,berry-club,26
2021-10-10,3d-corgis,1
2021-10-10,nft-hiphop,3
2021-10-10,pixel-party,4
2021-10-10,berry-cards,3
2021-10-10,metamon,91
2021-10-10,galaxy-online,7
2021-10-10,near-crowd,17
2021-10-10,ref-finance,467
2021-10-11,pixel-party,12
2021-10-11,Meta-Pool,150
2021-10-11,nft-hiphop,3
2021-10-11,berry-cards,2
2021-10-11,galaxy-online,6
2021-10-11,near-crowd,24
2021-10-11,3d-corgis,4
2021-10-11,near-bet,7
2021-10-11,metamon,66
2021-10-11,ref-finance,498
2021-10-11,berry-club,16
2021-10-11,skyward-finance,40
2021-10-12,metamon,46
2021-10-12,galaxy-online,8
2021-10-12,near-crowd,18
2021-10-12,3d-corgis,2
2021-10-12,near-bet,4
2021-10-12,skyward-finance,31
2021-10-12,berry-club,10
2021-10-12,nft-hiphop,1
2021-10-12,pixel-party,9
2021-10-12,Meta-Pool,270
2021-10-12,ref-finance,421
2021-10-13,berry-cards,2
2021-10-13,ref-finance,443
2021-10-13,nft-hiphop,3
2021-10-13,galaxy-online,9
2021-10-13,Meta-Pool,202
2021-10-13,near-crowd,74
2021-10-13,metamon,95
2021-10-13,near-bet,5
2021-10-13,berry-club,15
2021-10-13,pixel-party,9
2021-10-13,skyward-finance,33
2021-10-14,pixel-party,6
2021-10-14,ref-finance,427
2021-10-14,near-crowd,57
2021-10-14,3d-corgis,2
2021-10-14,near-bet,1
2021-10-14,galaxy-online,14
2021-10-14,berry-cards,3
2021-10-14,Meta-Pool,95
2021-10-14,berry-club,14
2021-10-14,nft-hiphop,3
2021-10-14,skyward-finance,34
2021-10-14,metamon,126
2021-10-15,Meta-Pool,75
2021-10-15,metamon,57
2021-10-15,near-crowd,67
2021-10-15,ref-finance,897
2021-10-15,berry-cards,3
2021-10-15,3d-corgis,1
2021-10-15,skyward-finance,154
2021-10-15,pixel-party,9
2021-10-15,nft-hiphop,1
2021-10-15,near-bet,5
2021-10-15,berry-club,8
2021-10-15,galaxy-online,8
2021-10-16,near-bet,6
2021-10-16,3d-corgis,4
2021-10-16,ref-finance,2356
2021-10-16,pixel-party,13
2021-10-16,near-crowd,52
2021-10-16,Meta-Pool,74
2021-10-16,skyward-finance,45
2021-10-16,nft-hiphop,4
2021-10-16,berry-club,22
2021-10-16,berry-cards,5
2021-10-16,metamon,36
2021-10-16,galaxy-online,6
2021-10-17,metamon,37
2021-10-17,skyward-finance,42
2021-10-17,ref-finance,908
2021-10-17,near-crowd,47
2021-10-17,Meta-Pool,56
2021-10-17,berry-club,9
2021-10-17,pixel-party,6
2021-10-17,berry-cards,3
2021-10-17,near-bet,2
2021-10-17,3d-corgis,1
2021-10-17,galaxy-online,8
2021-10-18,galaxy-online,9
2021-10-18,nft-hiphop,4
2021-10-18,3d-corgis,3
2021-10-18,berry-cards,1
2021-10-18,Meta-Pool,152
2021-10-18,metamon,32
2021-10-18,near-crowd,69
2021-10-18,berry-club,10
2021-10-18,pixel-party,9
2021-10-18,ref-finance,661
2021-10-18,near-bet,5
2021-10-18,skyward-finance,164
2021-10-19,galaxy-online,17
2021-10-19,skyward-finance,56
2021-10-19,berry-club,23
2021-10-19,3d-corgis,1
2021-10-19,near-bet,4
2021-10-19,Meta-Pool,136
2021-10-19,ref-finance,480
2021-10-19,near-crowd,50
2021-10-19,berry-cards,7
2021-10-19,metamon,30
2021-10-19,pixel-party,7
2021-10-19,nft-hiphop,4
2021-10-20,3d-corgis,5
2021-10-20,near-crowd,43
2021-10-20,Meta-Pool,213
2021-10-20,ref-finance,574
2021-10-20,nft-hiphop,2
2021-10-20,skyward-finance,67
2021-10-20,galaxy-online,13
2021-10-20,pixel-party,8
2021-10-20,berry-cards,3
2021-10-20,metamon,22
2021-10-20,berry-club,20
2021-10-20,near-bet,5
2021-10-21,berry-cards,2
2021-10-21,near-bet,6
2021-10-21,metamon,14
2021-10-21,ref-finance,796
2021-10-21,near-crowd,46
2021-10-21,pixel-party,6
2021-10-21,berry-club,17
2021-10-21,Meta-Pool,183
2021-10-21,galaxy-online,14
2021-10-21,skyward-finance,120
2021-10-22,3d-corgis,4
2021-10-22,near-crowd,41
2021-10-22,Meta-Pool,129
2021-10-22,galaxy-online,10
2021-10-22,skyward-finance,130
2021-10-22,berry-club,26
2021-10-22,berry-cards,1
2021-10-22,pixel-party,7
2021-10-22,near-bet,6
2021-10-22,amplify-art,1
2021-10-22,metamon,23
2021-10-22,ref-finance,939
2021-10-22,nft-hiphop,3
2021-10-23,skyward-finance,82
2021-10-23,berry-cards,6
2021-10-23,metamon,31
2021-10-23,ref-finance,654
2021-10-23,nft-hiphop,2
2021-10-23,pixel-party,4
2021-10-23,berry-club,24
2021-10-23,near-bet,2
2021-10-23,Meta-Pool,141
2021-10-23,galaxy-online,6
2021-10-23,near-crowd,34
2021-10-24,skyward-finance,74
2021-10-24,amplify-art,2
2021-10-24,metamon,27
2021-10-24,galaxy-online,10
2021-10-24,berry-cards,4
2021-10-24,berry-club,61
2021-10-24,pixel-party,6
2021-10-24,near-crowd,55
2021-10-24,Meta-Pool,297
2021-10-24,near-bet,8
2021-10-24,nft-hiphop,5
2021-10-24,ref-finance,624
2021-10-24,3d-corgis,2
2021-10-25,pixel-party,18
2021-10-25,galaxy-online,14
2021-10-25,metamon,32
2021-10-25,near-bet,18
2021-10-25,3d-corgis,4
2021-10-25,berry-club,123
2021-10-25,amplify-art,53
2021-10-25,skyward-finance,189
2021-10-25,near-crowd,56
2021-10-25,ref-finance,1277
2021-10-25,Meta-Pool,242
2021-10-25,berry-cards,6
2021-10-25,nft-hiphop,11
2021-10-26,berry-cards,2
2021-10-26,pixel-party,12
2021-10-26,amplify-art,5
2021-10-26,near-bet,10
2021-10-26,metamon,40
2021-10-26,Meta-Pool,233
2021-10-26,nft-hiphop,4
2021-10-26,ref-finance,1595
2021-10-26,galaxy-online,15
2021-10-26,3d-corgis,4
2021-10-26,near-crowd,91
2021-10-26,skyward-finance,373
2021-10-26,berry-club,86
2021-10-27,near-crowd,50
2021-10-27,near-bet,4
2021-10-27,berry-cards,5
2021-10-27,galaxy-online,12
2021-10-27,amplify-art,3
2021-10-27,nft-hiphop,3
2021-10-27,metamon,24
2021-10-27,pixel-party,5
2021-10-27,ref-finance,1000
2021-10-27,skyward-finance,390
2021-10-27,3d-corgis,4
2021-10-27,Meta-Pool,149
2021-10-27,berry-club,74
2021-10-28,berry-cards,9
2021-10-28,near-crowd,47
2021-10-28,near-bet,5
2021-10-28,galaxy-online,10
2021-10-28,amplify-art,2
2021-10-28,3d-corgis,9
2021-10-28,skyward-finance,500
2021-10-28,metamon,46
2021-10-28,ref-finance,743
2021-10-28,Meta-Pool,118
2021-10-28,pixel-party,13
2021-10-28,nft-hiphop,5
2021-10-28,berry-club,65
2021-10-29,near-bet,4
2021-10-29,nft-hiphop,2
2021-10-29,berry-club,42
2021-10-29,metamon,51
2021-10-29,berry-cards,4
2021-10-29,near-crowd,44
2021-10-29,Meta-Pool,107
2021-10-29,ref-finance,463
2021-10-29,3d-corgis,4
2021-10-29,galaxy-online,10
2021-10-29,pixel-party,2
2021-10-29,amplify-art,1
2021-10-29,skyward-finance,394
2021-10-30,near-bet,7
2021-10-30,berry-cards,8
2021-10-30,pixel-party,7
2021-10-30,Meta-Pool,118
2021-10-30,skyward-finance,281
2021-10-30,metamon,36
2021-10-30,near-crowd,43
2021-10-30,3d-corgis,2
2021-10-30,nft-hiphop,1
2021-10-30,galaxy-online,9
2021-10-30,ref-finance,430
2021-10-30,berry-club,27
2021-10-31,berry-club,40
2021-10-31,near-bet,5
2021-10-31,berry-cards,7
2021-10-31,near-crowd,34
2021-10-31,3d-corgis,5
2021-10-31,ref-finance,341
2021-10-31,Meta-Pool,81
2021-10-31,galaxy-online,6
2021-10-31,nft-hiphop,3
2021-10-31,amplify-art,2
2021-10-31,skyward-finance,335
2021-10-31,metamon,32
2021-10-31,pixel-party,10
2021-11-01,near-bet,4
2021-11-01,nft-hiphop,5
2021-11-01,amplify-art,1
2021-11-01,galaxy-online,9
2021-11-01,metamon,30
2021-11-01,berry-club,38
2021-11-01,pixel-party,8
2021-11-01,ref-finance,267
2021-11-01,3d-corgis,2
2021-11-01,Meta-Pool,72
2021-11-01,skyward-finance,191
2021-11-01,near-crowd,42
2021-11-01,berry-cards,4
2021-11-02,galaxy-online,6
2021-11-02,berry-club,41
2021-11-02,nft-hiphop,5
2021-11-02,near-bet,6
2021-11-02,skyward-finance,140
2021-11-02,near-crowd,40
2021-11-02,pixel-party,6
2021-11-02,3d-corgis,6
2021-11-02,ref-finance,317
2021-11-02,Meta-Pool,71
2021-11-02,berry-cards,4
2021-11-02,metamon,27
2021-11-03,Meta-Pool,84
2021-11-03,skyward-finance,165
2021-11-03,berry-cards,3
2021-11-03,galaxy-online,5
2021-11-03,ref-finance,307
2021-11-03,3d-corgis,4
2021-11-03,near-crowd,40
2021-11-03,metamon,15
2021-11-03,nft-hiphop,2
2021-11-03,berry-club,23
2021-11-03,pixel-party,1
2021-11-03,near-bet,4
2021-11-04,berry-cards,4
2021-11-04,berry-club,36
2021-11-04,ref-finance,350
2021-11-04,metamon,16
2021-11-04,Meta-Pool,71
2021-11-04,3d-corgis,1
2021-11-04,galaxy-online,10
2021-11-04,near-crowd,44
2021-11-04,near-bet,8
2021-11-04,nft-hiphop,1
2021-11-04,pixel-party,2
2021-11-04,skyward-finance,332
2021-11-05,ref-finance,254
2021-11-05,galaxy-online,6
2021-11-05,berry-club,43
2021-11-05,metamon,19
2021-11-05,berry-cards,3
2021-11-05,near-crowd,67
2021-11-05,3d-corgis,3
2021-11-05,pixel-party,5
2021-11-05,skyward-finance,219
2021-11-05,near-bet,4
2021-11-05,Meta-Pool,68
2021-11-05,nft-hiphop,4
2021-11-06,near-bet,12
2021-11-06,skyward-finance,800
2021-11-06,ref-finance,499
2021-11-06,3d-corgis,2
2021-11-06,near-crowd,32
2021-11-06,berry-cards,1
2021-11-06,galaxy-online,6
2021-11-06,Meta-Pool,84
2021-11-06,berry-club,28
2021-11-06,pixel-party,6
2021-11-06,amplify-art,1
2021-11-06,metamon,1
2021-11-07,berry-cards,5
2021-11-07,berry-club,20
2021-11-07,metamon,1
2021-11-07,Meta-Pool,66
2021-11-07,near-bet,3
2021-11-07,ref-finance,413
2021-11-07,skyward-finance,534
2021-11-07,pixel-party,9
2021-11-07,galaxy-online,4
2021-11-07,3d-corgis,4
2021-11-07,near-crowd,50
2021-11-07,nft-hiphop,1
2021-11-08,ref-finance,272
2021-11-08,Meta-Pool,73
2021-11-08,nft-hiphop,2
2021-11-08,berry-club,17
2021-11-08,metamon,2
2021-11-08,pixel-party,10
2021-11-08,skyward-finance,886
2021-11-08,near-crowd,67
2021-11-08,3d-corgis,4
2021-11-08,near-bet,4
2021-11-08,galaxy-online,8
2021-11-08,berry-cards,3
2021-11-09,nft-hiphop,3
2021-11-09,berry-cards,4
2021-11-09,3d-corgis,1
2021-11-09,berry-club,25
2021-11-09,near-bet,7
2021-11-09,pixel-party,10
2021-11-09,galaxy-online,12
2021-11-09,skyward-finance,490
2021-11-09,metamon,1
2021-11-09,near-crowd,45
2021-11-09,Meta-Pool,87
2021-11-09,ref-finance,318
2021-11-10,berry-club,28
2021-11-10,metamon,2
2021-11-10,amplify-art,1
2021-11-10,near-crowd,47
2021-11-10,3d-corgis,5
2021-11-10,Meta-Pool,79
2021-11-10,ref-finance,413
2021-11-10,near-bet,18
2021-11-10,skyward-finance,568
2021-11-10,nft-hiphop,3
2021-11-10,galaxy-online,8
2021-11-10,pixel-party,9
2021-11-10,berry-cards,2
2021-11-11,metamon,2
2021-11-11,pixel-party,9
2021-11-11,skyward-finance,967
2021-11-11,nft-hiphop,5
2021-11-11,galaxy-online,12
2021-11-11,Meta-Pool,98
2021-11-11,near-crowd,50
2021-11-11,ref-finance,835
2021-11-11,berry-cards,2
2021-11-11,3d-corgis,4
2021-11-11,berry-club,27
2021-11-11,near-bet,12
2021-11-12,berry-cards,2
2021-11-12,Meta-Pool,93
2021-11-12,skyward-finance,685
2021-11-12,ref-finance,285
2021-11-12,amplify-art,2
2021-11-12,berry-club,25
2021-11-12,pixel-party,8
2021-11-12,galaxy-online,7
2021-11-12,near-bet,9
2021-11-12,near-crowd,48
2021-11-12,nft-hiphop,6
2021-11-12,3d-corgis,5
2021-11-13,skyward-finance,834
2021-11-13,nft-hiphop,1
2021-11-13,pixel-party,7
2021-11-13,3d-corgis,3
2021-11-13,berry-cards,2
2021-11-13,Meta-Pool,66
2021-11-13,near-crowd,43
2021-11-13,ref-finance,254
2021-11-13,near-bet,3
2021-11-13,berry-club,24
2021-11-13,metamon,2
2021-11-13,galaxy-online,5
2021-11-14,nft-hiphop,2
2021-11-14,skyward-finance,643
2021-11-14,3d-corgis,2
2021-11-14,berry-club,24
2021-11-14,berry-cards,6
2021-11-14,pixel-party,2
2021-11-14,galaxy-online,10
2021-11-14,Meta-Pool,74
2021-11-14,ref-finance,276
2021-11-14,near-crowd,50
2021-11-14,near-bet,11
2021-11-14,amplify-art,2
2021-11-15,skyward-finance,567
2021-11-15,berry-club,21
2021-11-15,galaxy-online,7
2021-11-15,berry-cards,3
2021-11-15,pixel-party,10
2021-11-15,near-crowd,39
2021-11-15,3d-corgis,7
2021-11-15,ref-finance,244
2021-11-15,nft-hiphop,1
2021-11-15,near-bet,12
2021-11-15,Meta-Pool,89
2021-11-16,berry-cards,5
2021-11-16,galaxy-online,10
2021-11-16,pixel-party,4
2021-11-16,near-crowd,62
2021-11-16,near-bet,2
2021-11-16,Meta-Pool,55
2021-11-16,berry-club,17
2021-11-16,nft-hiphop,1
2021-11-16,3d-corgis,1
2021-11-16,ref-finance,194
2021-11-16,skyward-finance,621
2021-11-17,nft-hiphop,2
2021-11-17,ref-finance,216
2021-11-17,Meta-Pool,59
2021-11-17,galaxy-online,12
2021-11-17,near-crowd,34
2021-11-17,berry-club,14
2021-11-17,pixel-party,7
2021-11-17,near-bet,5
2021-11-17,skyward-finance,605
2021-11-17,berry-cards,1
2021-11-18,galaxy-online,3
2021-11-18,nft-hiphop,2
2021-11-18,near-crowd,48
2021-11-18,metamon,1
2021-11-18,ref-finance,832
2021-11-18,pixel-party,8
2021-11-18,near-bet,5
2021-11-18,berry-club,14
2021-11-18,berry-cards,2
2021-11-18,skyward-finance,140
2021-11-18,Meta-Pool,71
2021-11-18,3d-corgis,2
2021-11-19,3d-corgis,2
2021-11-19,ref-finance,555
2021-11-19,Meta-Pool,51
2021-11-19,skyward-finance,90
2021-11-19,berry-club,12
2021-11-19,metamon,1
2021-11-19,pixel-party,6
2021-11-19,galaxy-online,3
2021-11-19,berry-cards,3
2021-11-19,nft-hiphop,1
2021-11-19,near-bet,5
2021-11-19,near-crowd,59
2021-11-20,near-crowd,85
2021-11-20,galaxy-online,6
2021-11-20,berry-club,22
2021-11-20,skyward-finance,79
2021-11-20,near-bet,2
2021-11-20,3d-corgis,1
2021-11-20,Meta-Pool,56
2021-11-20,pixel-party,6
2021-11-20,ref-finance,397
2021-11-20,berry-cards,2
2021-11-21,near-crowd,71
2021-11-21,ref-finance,327
2021-11-21,galaxy-online,7
2021-11-21,3d-corgis,4
2021-11-21,skyward-finance,62
2021-11-21,berry-cards,1
2021-11-21,berry-club,18
2021-11-21,Meta-Pool,49
2021-11-21,pixel-party,8
2021-11-21,near-bet,8
2021-11-22,near-bet,6
2021-11-22,near-crowd,78
2021-11-22,skyward-finance,35
2021-11-22,ref-finance,501
2021-11-22,Meta-Pool,60
2021-11-22,pixel-party,8
2021-11-22,galaxy-online,2
2021-11-22,berry-club,12
2021-11-22,berry-cards,2
2021-11-22,nft-hiphop,1
2021-11-23,galaxy-online,4
2021-11-23,berry-cards,1
2021-11-23,near-crowd,81
2021-11-23,nft-hiphop,4
2021-11-23,near-bet,6
2021-11-23,ref-finance,315
2021-11-23,Meta-Pool,63
2021-11-23,3d-corgis,3
2021-11-23,skyward-finance,40
2021-11-23,berry-club,16
2021-11-23,pixel-party,5
2021-11-24,ref-finance,324
2021-11-24,skyward-finance,39
2021-11-24,pixel-party,5
2021-11-24,Meta-Pool,55
2021-11-24,3d-corgis,2
2021-11-24,near-bet,6
2021-11-24,berry-club,14
2021-11-24,galaxy-online,3
2021-11-24,near-crowd,53
2021-11-25,Meta-Pool,41
2021-11-25,near-bet,6
2021-11-25,galaxy-online,3
2021-11-25,ref-finance,257
2021-11-25,berry-club,16
2021-11-25,nft-hiphop,1
2021-11-25,near-crowd,36
2021-11-25,skyward-finance,28
2021-11-25,amplify-art,1
2021-11-25,pixel-party,5
2021-11-26,near-bet,5
2021-11-26,metamon,1
2021-11-26,near-crowd,26
2021-11-26,3d-corgis,1
2021-11-26,ref-finance,194
2021-11-26,nft-hiphop,2
2021-11-26,Meta-Pool,27
2021-11-26,pixel-party,3
2021-11-26,berry-club,7
2021-11-26,skyward-finance,24
2021-11-26,galaxy-online,7
2021-11-27,near-bet,4
2021-11-27,berry-cards,1
2021-11-27,pixel-party,4
2021-11-27,Meta-Pool,29
2021-11-27,ref-finance,130
2021-11-27,berry-club,6
2021-11-27,skyward-finance,24
2021-11-27,near-crowd,15
2021-11-27,3d-corgis,1
2021-11-27,galaxy-online,7
2021-11-28,near-crowd,23
2021-11-28,near-bet,5
2021-11-28,berry-club,5
2021-11-28,ref-finance,116
2021-11-28,berry-cards,1
2021-11-28,skyward-finance,21
2021-11-28,pixel-party,7
2021-11-28,nft-hiphop,2
2021-11-28,Meta-Pool,30
2021-11-28,galaxy-online,1
2021-11-29,ref-finance,732
2021-11-29,berry-cards,2
2021-11-29,nft-hiphop,1
2021-11-29,skyward-finance,302
2021-11-29,galaxy-online,6
2021-11-29,pixel-party,5
2021-11-29,Meta-Pool,77
2021-11-29,near-bet,8
2021-11-29,berry-club,10
2021-11-29,near-crowd,523